,ID,age,gender,word,response,correct,rt,block,trial
0,34,23,Female,Ægteskab,e,1,1.5215945657982957,1,1.0
1,34,23,Female,Virksomhed,i,1,1.0913070621609222,1,2.0
2,34,23,Female,Familie,e,1,1.1770195246499497,1,3.0
3,34,23,Female,Akademiker,i,1,1.0587073739152402,1,4.0
4,34,23,Female,Kontor,i,1,1.0880195599165745,1,5.0
5,34,23,Female,Handel,i,1,0.8905101541313343,1,6.0
6,34,23,Female,Slægtninge,e,1,0.8364602610527072,1,7.0
7,34,23,Female,Ægteskab,e,1,0.8116890853852965,1,8.0
8,34,23,Female,Karriere,i,1,1.2682846396055538,1,9.0
9,34,23,Female,Ledelse,i,1,1.2609237939468585,1,10.0
10,34,23,Female,Løn,i,1,0.7138601220503915,1,11.0
11,34,23,Female,Forældre,e,1,0.6398839579196647,1,12.0
12,34,23,Female,Kontor,i,1,0.6877006717550103,1,13.0
13,34,23,Female,Forældre,e,1,0.712857851118315,1,14.0
14,34,23,Female,Familie,e,1,0.6829615276947152,1,15.0
15,34,23,Female,Karriere,i,1,0.7073765981767792,1,16.0
16,34,23,Female,Virksomhed,i,1,0.7139627589203883,1,17.0
17,34,23,Female,Handel,i,1,0.6387714639131445,1,18.0
18,34,23,Female,Hjem,e,1,0.661398422322236,1,19.0
19,34,23,Female,Løn,i,1,0.5698651128914207,1,20.0
20,34,23,Female,Birthe,i,1,0.9286366125161294,2,1.0
21,34,23,Female,Hanne,i,1,0.5900769820727874,2,2.0
22,34,23,Female,Mikkel,e,1,0.6177683986607008,2,3.0
23,34,23,Female,Ole,e,1,0.6261377627088223,2,4.0
24,34,23,Female,Jens,e,1,0.5488767737697344,2,5.0
25,34,23,Female,Ruth,i,1,0.5368182850361336,2,6.0
26,34,23,Female,Josefine,e,0,0.6380771034455393,2,7.0
27,34,23,Female,Casper,e,1,1.3652974169817753,2,8.0
28,34,23,Female,Birthe,i,1,0.5650313644728158,2,9.0
29,34,23,Female,Rasmus,e,1,0.6518420410284307,2,10.0
30,34,23,Female,Morten,e,1,0.9230214854760561,2,11.0
31,34,23,Female,Ruth,i,1,0.5945492703467607,2,12.0
32,34,23,Female,Morten,e,1,0.655149178171996,2,13.0
33,34,23,Female,Mette,i,1,0.5571243123849854,2,14.0
34,34,23,Female,Ruth,i,1,0.528212856297614,2,15.0
35,34,23,Female,Josefine,i,1,0.5677115244616289,2,16.0
36,34,23,Female,Hanne,i,1,0.5156987492810003,2,17.0
37,34,23,Female,Sebastian,e,1,0.5828268057084642,2,18.0
38,34,23,Female,Line,i,1,0.5257406474556774,2,19.0
