,ID,age,gender,word,response,correct,rt,block,trial
0,38,22,Female,Løn,i,1,1.1629368591820821,1,1.0
1,38,22,Female,Akademiker,i,1,0.9036449908162467,1,2.0
2,38,22,Female,Hjem,e,1,0.6919453739828896,1,3.0
3,38,22,Female,Kontor,i,1,0.7617183368711267,1,4.0
4,38,22,Female,Løn,i,1,0.8909046365588438,1,5.0
5,38,22,Female,Karriere,i,1,0.744714984233724,1,6.0
6,38,22,Female,Hjem,e,1,0.8088183779036626,1,7.0
7,38,22,Female,Ægteskab,e,1,0.850614772294648,1,8.0
8,38,22,Female,Ledelse,i,1,0.7483121819386724,1,9.0
9,38,22,Female,Familie,e,1,0.7041627266735304,1,10.0
10,38,22,Female,Slægtninge,e,1,0.8770464333647396,1,11.0
11,38,22,Female,Forældre,e,1,0.5439859057078138,1,12.0
12,38,22,Female,Virksomhed,i,1,0.6950945396674797,1,13.0
13,38,22,Female,Akademiker,i,1,0.8023870649049059,1,14.0
14,38,22,Female,Bryllup,e,1,0.7055420764081646,1,15.0
15,38,22,Female,Kontor,i,1,0.7199741533841006,1,16.0
16,38,22,Female,Børn,e,1,0.6688302212860435,1,17.0
17,38,22,Female,Forældre,e,1,0.849355909274891,1,18.0
18,38,22,Female,Børn,e,1,0.551911700196797,1,19.0
19,38,22,Female,Familie,e,1,0.5318354901100975,1,20.0
20,38,22,Female,Sebastian,e,1,0.6755176800943445,2,1.0
21,38,22,Female,Mette,i,1,0.6713693671918008,2,2.0
22,38,22,Female,Ole,e,1,0.7453932797943708,2,3.0
23,38,22,Female,Hanne,i,1,0.7829204283480067,2,4.0
24,38,22,Female,Camilla,i,1,0.7261359331023414,2,5.0
25,38,22,Female,Sebastian,e,1,0.7358105698949657,2,6.0
26,38,22,Female,Line,i,1,0.7330059069499839,2,7.0
27,38,22,Female,Jens,e,1,0.7277959722559899,2,8.0
28,38,22,Female,Hanne,i,1,0.7979634175717365,2,9.0
29,38,22,Female,Casper,e,1,0.826988666667603,2,10.0
30,38,22,Female,Birthe,i,1,0.6615256027725991,2,11.0
31,38,22,Female,Mette,i,1,0.6188063693698496,2,12.0
32,38,22,Female,Mikkel,e,1,0.6074980220291764,2,13.0
33,38,22,Female,Camilla,i,1,0.7229992623615544,2,14.0
34,38,22,Female,Line,i,1,0.684898686275119,2,15.0
35,38,22,Female,Ruth,i,1,0.6471582316444255,2,16.0
36,38,22,Female,Josefine,i,1,0.4839621029095724,2,17.0
37,38,22,Female,Morten,e,1,0.7001009857049212,2,18.0
38,38,22,Female,Ruth,i,1,0.7589707935985643,2,19.0
39,38,22,Female,Rasmus,e,1,0.6374581587442663,2,20.0
40,38,22,Female,Ole,e,1,0.9790442369121592,3,1.0
41,38,22,Female,Handel,i,1,1.2897509093454573,3,2.0
42,38,22,Female,Børn,e,1,1.0066352479043417,3,3.0
43,38,22,Female,Birthe,i,1,1.0901289698667824,3,4.0
44,38,22,Female,Jens,e,1,1.362746222410351,3,5.0
45,38,22,Female,Line,i,1,0.7679675810504705,3,6.0
46,38,22,Female,Jens,e,1,0.6480096710438374,3,7.0
47,38,22,Female,Løn,i,1,1.1124841638084035,3,8.0
48,38,22,Female,Casper,e,1,0.882525901281042,3,9.0
49,38,22,Female,Forældre,e,1,1.7067897832603194,3,10.0
50,38,22,Female,Ledelse,i,1,0.9398329518735409,3,11.0
