,Results
0,"[[45.3392, 40.792857142857144, 47.645, 53.66866666666667, 62.777, 76.17333333333333, 87.8825, 94.56], [54.6608, 59.207142857142856, 52.355, 46.33133333333333, 37.223, 23.826666666666668, 12.1175, 5.44]]"
