,Results
0,"[[48.2902, 45.03257142857143, 50.848, 56.49733333333333, 62.603, 69.63466666666666, 77.35, 84.29], [51.7098, 54.96742857142857, 49.152, 43.50266666666667, 37.397, 30.365333333333332, 22.65, 15.71]]"
