,Results
0,"[[42.997, 53.33857142857143, 57.19, 54.76466666666666, 56.391, 56.79066666666667, 57.785, 60.32], [57.003, 46.66142857142857, 42.81, 45.23533333333334, 43.609, 43.20933333333333, 42.215, 39.68]]"
