"","SubjectID_right_unique","SubjectID_left_unique","SubjectID_left","SubjectID_right","Gender_left","Gender_right","Age_left","Age_right","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response_left","Response_right","Joint_left","Joint_right","Correct_left","Correct_right","Correct_joint","RT_left","RT_right","RT_joint_left","RT_joint_right","Round","Block","group_id","diff","response_right_dummy","response_left_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept_left","Slope_left","Intercept_right","Slope_right","skill_dif","Response_left_abs","Response_right_abs","conf_dif","z_Response_left","z_Response_right"
"1016","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,2,-3,-1,0,1,0,0,0.941,2.969,1.667,0,2,"gul","37_39",3,0,1,0,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,2,3,-0.750246896494836,0.607491766288001,-0.809722464866181
"1017","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r02y10g14b11.jpeg","Stim\r03y11g01b26.jpeg",2,3,10,11,14,1,11,26,-3,3,0,1,0,1,1,1.791,2.187,0,4.429,2,"gul","37_39",1,1,0,1,"Right_lead","Male","Male","stick",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,1.01883521850375,3,3,-0.677818573780005,-1.860443534257,1.26104318298831
"1018","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r03y06g12b09.jpeg","Stim\r03y03g02b05.jpeg",3,3,6,3,12,2,9,5,2,-2,-1,0,0,1,1,1.892,1.271,1.749,0,2,"gul","37_39",-3,0,1,0,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,2,2,-1.30757316246243,0.607491766288001,-0.464594856890432
"1019","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r10y03g03b07.jpeg","Stim\r09y07g06b09.jpeg",10,9,3,7,3,6,7,9,3,-2,0,1,1,0,1,1.392,1.987,0,1.332,2,"grøn","37_39",3,0,1,1,"Right_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,1.01883521850375,3,2,-0.421945137579931,1.101078826397,-0.464594856890432
"1020","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r14y12g04b29.jpeg","Stim\r05y09g02b34.jpeg",14,5,12,9,4,2,29,34,-2,2,1,0,1,0,0,1.23,1.409,2.716,0,2,"grøn","37_39",-2,1,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,2,2,-1.49233893541908,-1.366856474148,0.915915575012565
"1021","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r17y22g16b15.jpeg","Stim\r04y16g13b13.jpeg",17,4,22,16,16,13,15,13,-2,2,-1,0,1,0,1,1.814,2.359,1.682,0,2,"grøn","37_39",-3,1,0,0,"Left_lead","Male","Male","stick",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,2,2,-1.49233893541908,-1.366856474148,0.915915575012565
"1022","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r04y39g24b15.jpeg","Stim\r06y14g31b25.jpeg",4,6,39,14,24,31,15,25,3,-3,1,0,1,0,1,1.319,2.215,2.281,0,2,"grøn","37_39",7,0,1,1,"Left_lead","Male","Male","stick",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,3,3,-1.35982249989689,1.101078826397,-0.809722464866181
"1023","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r14y08g21b39.jpeg","Stim\r11y26g25b38.jpeg",14,11,8,26,21,25,39,38,3,-3,0,-1,1,0,0,1.174,1.519,0,4.63,2,"grøn","37_39",4,0,1,0,"Right_lead","Male","Male","stick",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,1.01883521850375,3,3,-0.735390096925022,1.101078826397,-0.809722464866181
"1024","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r21y31g06b08.jpeg","Stim\r17y07g07b24.jpeg",21,17,31,7,6,7,8,24,-1,4,1,0,0,1,1,3.215,1.411,1.327,0,2,"grøn","37_39",1,1,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,0.981512988399229,1,4,-0.543696485424718,-0.873269414039002,1.60617079096406
"1025","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r08y12g20b03.jpeg","Stim\r13y21g23b09.jpeg",8,13,12,21,20,23,3,9,3,-2,0,1,1,0,1,1.534,1.414,0,1.844,2,"grøn","37_39",3,0,1,1,"Right_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,1.01883521850375,3,2,-0.421945137579931,1.101078826397,-0.464594856890432
"1026","39_2","37_2","37",39,"Male","Male",21,24,"Stim\r05y28g23b30.jpeg","Stim\r14y08g21b39.jpeg",5,14,28,8,23,21,30,39,3,-3,0,-1,0,1,1,2.5,1.83,0,3.608,2,"grøn","37_39",-2,0,1,0,"Right_lead","Male","Male","stick",0.151739309349705,0.217024726252338,-0.061163614602982,0.221112434392018,1.01883521850375,3,3,-0.735390096925022,1.101078826397,-0.809722464866181
"1027","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r19y15g35b05.jpeg","Stim\r21y24g16b04.jpeg",19,21,15,24,35,16,5,4,2,-2,0,-1,1,0,0,5.57,4.683,0,7.278,1,"rød","37_40",2,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.729211054760215,0.814756769756428,-0.594129643447111
"1028","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r10y13g07b36.jpeg","Stim\r12y09g30b18.jpeg",10,12,13,9,7,30,36,18,-2,2,0,1,0,1,1,4.038,2.2,0,5.934,1,"rød","37_40",2,1,0,1,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.956076716241171,-1.11856437881815,1.0694333582048
"1029","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r15y05g12b10.jpeg","Stim\r11y14g08b23.jpeg",15,11,5,14,12,8,10,23,2,-1,1,0,0,1,0,1.904,4.217,4.067,0,1,"rød","37_40",-4,0,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,1,-4.57115030219807,0.814756769756428,-0.178238893034133
"1030","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r18y13g28b06.jpeg","Stim\r14y20g16b10.jpeg",18,14,13,20,28,16,6,10,2,-3,0,-1,0,1,1,2.14,1.786,0,1.725,1,"rød","37_40",-4,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,3,-1.23965879309237,0.814756769756428,-1.01002039386009
"1031","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r12y12g14b26.jpeg","Stim\r11y14g08b23.jpeg",12,11,12,14,14,8,26,23,2,-2,0,1,0,1,0,1.326,2.453,0,7.008,1,"rød","37_40",-1,0,1,1,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.729211054760215,0.814756769756428,-0.594129643447111
"1032","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r17y22g16b15.jpeg","Stim\r19y10g06b15.jpeg",17,19,22,10,16,6,15,15,2,-3,0,-1,1,0,0,1.16,1.288,0,3.573,1,"rød","37_40",2,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,3,-1.23965879309237,0.814756769756428,-1.01002039386009
"1033","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r10y03g03b07.jpeg","Stim\r04y39g24b15.jpeg",10,4,3,39,3,24,7,15,2,-3,0,-1,0,1,1,5.307,1.385,0,2.528,1,"rød","37_40",-6,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,3,-1.23965879309237,0.814756769756428,-1.01002039386009
"1034","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r16y09g06b10.jpeg","Stim\r13y24g05b28.jpeg",16,13,9,24,6,5,10,28,2,-2,0,1,0,1,0,9.266,8.462,0,10.079,1,"rød","37_40",-3,0,1,1,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.729211054760215,0.814756769756428,-0.594129643447111
"1035","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r22y35g09b11.jpeg","Stim\r20y04g39b23.jpeg",22,20,35,4,9,39,11,23,2,-4,-1,0,0,1,1,1.09,1.599,4.771,0,1,"rød","37_40",-2,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,4,-0.571393787774759,0.814756769756428,-1.42591114427307
"1036","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r11y10g06b19.jpeg","Stim\r14y08g21b39.jpeg",11,14,10,8,6,21,19,39,1,-2,0,-1,1,0,0,4.1,3.665,0,3.965,1,"rød","37_40",3,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,1,2,-1.7926438429522,0.331426482612784,-0.594129643447111
"1037","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r17y12g19b18.jpeg","Stim\r21y24g16b04.jpeg",17,21,12,24,19,16,18,4,-3,2,-1,0,0,1,0,2.333,5.13,2.762,0,1,"rød","37_40",4,1,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,3,2,-1.49789105947733,-1.60189466596179,1.0694333582048
"1038","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r10y03g03b07.jpeg","Stim\r09y07g06b09.jpeg",10,9,3,7,3,6,7,9,-1,1,1,0,0,1,1,3.087,5.884,4.247,0,1,"blå","37_40",2,1,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,1,1,-0.971985734519775,-0.635234091674504,0.653542607791822
"1039","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r08y09g09b11.jpeg","Stim\r17y11g38b07.jpeg",8,17,9,11,9,38,11,7,2,-2,1,0,0,1,0,7.022,2.684,5.396,0,1,"blå","37_40",-4,0,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.37134509065942,0.814756769756428,-0.594129643447111
"1040","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r21y24g16b04.jpeg","Stim\r10y07g11b10.jpeg",21,10,24,7,16,11,4,10,-1,3,0,1,0,1,1,2.413,1.492,0,3.76,1,"blå","37_40",6,1,0,1,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,1,3,-2.33823109950286,-0.635234091674504,1.48532410861778
"1041","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r03y11g01b26.jpeg","Stim\r18y19g14b27.jpeg",3,18,11,19,1,14,26,27,3,-4,-1,0,1,0,0,1.655,1.651,4.462,0,1,"blå","37_40",1,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,3,4,-0.910356204251311,1.29808705690007,-1.42591114427307
"1042","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r13y33g08b23.jpeg","Stim\r18y19g14b27.jpeg",13,18,33,19,8,14,23,27,-2,1,0,-1,0,1,0,2.511,2.074,0,3.294,1,"blå","37_40",4,1,0,0,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,1,-0.584269104369605,-1.11856437881815,0.653542607791822
"1043","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r14y08g21b39.jpeg","Stim\r11y13g22b35.jpeg",14,11,8,13,21,22,39,35,-3,3,0,1,1,0,0,1.43,2.192,0,9.724,1,"blå","37_40",-4,1,0,1,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,3,3,-0.927229573940791,-1.60189466596179,1.48532410861778
"1044","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r22y23g20b06.jpeg","Stim\r22y02g34b05.jpeg",22,22,23,2,20,34,6,5,2,-2,-1,0,0,1,1,1.686,2.032,8.43,0,1,"blå","37_40",-1,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.37134509065942,0.814756769756428,-0.594129643447111
"1045","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r13y24g05b28.jpeg","Stim\r18y19g14b27.jpeg",13,18,24,19,5,14,28,27,2,-2,-1,0,0,1,1,3.403,2.949,2.53,0,1,"blå","37_40",-1,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.37134509065942,0.814756769756428,-0.594129643447111
"1046","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r18y13g28b06.jpeg","Stim\r10y07g11b10.jpeg",18,10,13,7,28,11,6,10,-2,1,-1,0,1,0,1,7.592,5.187,2.347,0,1,"gul","37_40",-6,1,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,1,-1.71154009774134,-1.11856437881815,0.653542607791822
"1047","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r09y02g05b02.jpeg","Stim\r09y06g26b32.jpeg",9,9,2,6,5,26,2,32,1,-2,-1,0,1,0,0,2.37,3.916,2.106,0,1,"gul","37_40",4,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,1,2,-0.557835291115697,0.331426482612784,-0.594129643447111
"1048","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r11y14g08b23.jpeg","Stim\r11y10g06b19.jpeg",11,11,14,10,8,6,23,19,2,-3,1,0,0,1,0,1.522,1.735,8.609,0,1,"gul","37_40",-4,0,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,3,-0.806673582740836,0.814756769756428,-1.01002039386009
"1049","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r19y15g35b05.jpeg","Stim\r17y11g38b07.jpeg",19,17,15,11,35,38,5,7,2,-3,0,-1,0,1,1,1.085,2.881,0,2.431,1,"gul","37_40",-4,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,3,-1.23965879309237,0.814756769756428,-1.01002039386009
"1050","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r08y23g10b29.jpeg","Stim\r17y22g16b15.jpeg",8,17,23,22,10,16,29,15,-4,2,0,-1,1,0,1,3.276,2.472,0,4.893,1,"gul","37_40",-1,1,0,0,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,4,2,-0.512862344473741,-2.08522495310544,1.0694333582048
"1051","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r10y07g11b10.jpeg","Stim\r16y09g06b10.jpeg",10,16,7,9,11,6,10,10,2,-3,1,0,1,0,1,1.353,1.631,3.924,0,1,"gul","37_40",2,0,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,3,-0.806673582740836,0.814756769756428,-1.01002039386009
"1052","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r19y10g06b15.jpeg","Stim\r11y14g08b23.jpeg",19,11,10,14,6,8,15,23,-2,1,0,-1,0,1,0,1.955,5.068,0,2.182,1,"grøn","37_40",2,1,0,0,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,1,-0.584269104369605,-1.11856437881815,0.653542607791822
"1053","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r06y36g16b14.jpeg","Stim\r08y12g20b03.jpeg",6,8,36,12,16,20,14,3,-1,3,1,0,0,1,1,1.772,1.318,1.773,0,1,"grøn","37_40",4,1,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,1,3,-0.427673723188701,-0.635234091674504,1.48532410861778
"1054","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r13y21g23b09.jpeg","Stim\r11y13g22b35.jpeg",13,11,21,13,23,22,9,35,2,-2,0,1,0,1,0,3.854,2.133,0,7.966,1,"grøn","37_40",-1,0,1,1,"Right_lead","Female","Male","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.729211054760215,0.814756769756428,-0.594129643447111
"1055","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r13y33g08b23.jpeg","Stim\r16y09g06b10.jpeg",13,16,33,9,8,6,23,10,2,-2,0,-1,0,1,1,1.854,2.951,0,3.685,1,"grøn","37_40",-2,0,1,0,"Right_lead","Female","Male","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,1.08724305659444,2,2,-0.729211054760215,0.814756769756428,-0.594129643447111
"1056","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r09y17g32b21.jpeg","Stim\r05y40g33b16.jpeg",9,5,17,40,32,33,21,16,-2,3,-1,0,0,1,0,1.219,2.582,3.945,0,1,"grøn","37_40",1,1,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,3,-0.753077643006191,-1.11856437881815,1.48532410861778
"1057","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r18y19g14b27.jpeg","Stim\r15y16g12b03.jpeg",18,15,19,16,14,12,27,3,2,-2,-1,0,0,1,1,1.23,3.077,2.243,0,1,"grøn","37_40",-2,0,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.37134509065942,0.814756769756428,-0.594129643447111
"1058","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,-2,2,1,0,1,0,0,1.884,1.863,4.36,0,1,"grøn","37_40",-4,1,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.04594117084193,-1.11856437881815,1.0694333582048
"1059","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r06y19g29b08.jpeg","Stim\r18y13g28b06.jpeg",6,18,19,13,29,28,8,6,-2,4,1,0,1,0,0,3.023,2.47,1.729,0,1,"grøn","37_40",-1,1,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,4,-0.588341908598586,-1.11856437881815,1.90121485903076
"1060","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r14y20g16b10.jpeg","Stim\r07y06g08b05.jpeg",14,7,20,6,16,8,10,5,-2,2,-1,0,1,0,1,1.067,1.63,1.179,0,1,"grøn","37_40",-8,1,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,2,2,-1.04594117084193,-1.11856437881815,1.0694333582048
"1061","40_1","37_1","37",40,"Male","Female",21,26,"Stim\r08y23g10b29.jpeg","Stim\r12y07g07b17.jpeg",8,12,23,7,10,7,29,17,1,-1,1,0,0,1,0,5.134,2.23,3.648,0,1,"grøn","37_40",-3,0,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.0195218310682679,0.215282247448258,0.919757540813635,1,1,-1.85945097038566,0.331426482612784,-0.178238893034133
"1062","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r21y03g15b37.jpeg","Stim\r20y04g39b23.jpeg",21,20,3,4,15,39,37,23,-2,4,0,1,1,0,0,0.875,1.585,0,3.111,2,"rød","38_40",-1,1,0,1,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,4,-1.80176536242473,-0.713331144381699,1.28525534788574
"1063","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r12y07g07b17.jpeg","Stim\r11y10g06b19.jpeg",12,11,7,10,7,6,17,19,-2,1,-1,0,1,0,1,1.319,2.716,1.598,0,2,"rød","38_40",-1,1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,2,1,11.1002244893225,-0.713331144381699,-0.0642627673942869
"1064","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r20y14g02b19.jpeg","Stim\r21y01g04b27.jpeg",20,21,14,1,2,4,19,27,-3,4,-1,0,0,1,0,1.271,1.55,1.416,0,2,"rød","38_40",1,1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,3,4,-0.986686621273111,-1.26814425667858,1.28525534788574
"1065","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r17y11g38b07.jpeg","Stim\r15y05g12b10.jpeg",17,15,11,5,38,12,7,10,2,-3,0,1,0,1,0,1.903,2.148,0,7.17,2,"rød","38_40",-2,0,1,1,"Right_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,3,-1.23752831471804,1.50592130480581,-1.86362025443432
"1066","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r02y19g24b04.jpeg","Stim\r05y28g23b30.jpeg",2,5,19,28,24,23,4,30,2,-1,0,1,1,0,1,1.45,2.514,0,2.847,2,"rød","38_40",3,0,1,1,"Right_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,1,-0.640100852440364,1.50592130480581,-0.963941510914304
"1067","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r22y02g34b05.jpeg","Stim\r06y19g29b08.jpeg",22,6,2,19,34,29,5,8,-2,1,1,0,0,1,1,0.967,3.443,1.472,0,2,"blå","38_40",3,1,0,1,"Left_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,2,1,11.1002244893225,-0.713331144381699,-0.0642627673942869
"1068","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r02y10g14b11.jpeg","Stim\r14y20g16b10.jpeg",2,14,10,20,14,16,11,10,-1,2,-1,0,1,0,1,0.882,3.594,2.486,0,2,"blå","38_40",-1,1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,1,2,-0.411119425530463,-0.158518032084822,0.385576604365721
"1069","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r13y33g08b23.jpeg","Stim\r14y10g15b15.jpeg",13,14,33,10,8,15,23,15,2,-1,0,1,0,1,0,1.685,2.78,0,2.095,2,"blå","38_40",-8,0,1,1,"Right_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,1,-0.640100852440364,1.50592130480581,-0.963941510914304
"1070","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r07y06g08b05.jpeg","Stim\r17y11g38b07.jpeg",7,17,6,11,8,38,5,7,-2,2,0,1,0,1,1,0.855,1.232,0,3.669,2,"blå","38_40",2,1,0,1,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,2,-0.540529608727418,-0.713331144381699,0.385576604365721
"1071","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r16y09g06b10.jpeg","Stim\r18y13g28b06.jpeg",16,18,9,13,6,28,10,6,-2,2,-1,0,1,0,1,1.533,2.11,1.76,0,2,"blå","38_40",-4,1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,2,2,-1.85003741488708,-0.713331144381699,0.385576604365721
"1072","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r21y03g15b37.jpeg","Stim\r11y13g22b35.jpeg",21,11,3,13,15,22,37,35,2,-3,0,-1,0,1,1,2.772,2.234,0,2.246,2,"blå","38_40",-2,0,1,0,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,3,-1.23752831471804,1.50592130480581,-1.86362025443432
"1073","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r10y13g07b36.jpeg","Stim\r05y09g02b34.jpeg",10,5,13,9,7,2,36,34,-2,4,-1,0,1,0,1,1.359,2.239,1.169,0,2,"blå","38_40",-2,1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,2,4,-0.555011224466125,-0.713331144381699,1.28525534788574
"1074","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r04y39g24b15.jpeg","Stim\r20y14g02b19.jpeg",4,20,39,14,24,2,15,19,-1,2,0,1,0,1,1,1.681,1.875,0,1.932,2,"blå","38_40",4,1,0,1,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,1,2,-2.43238323927338,-0.158518032084822,0.385576604365721
"1075","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r12y07g16b25.jpeg","Stim\r10y03g03b07.jpeg",12,10,7,3,16,3,25,7,2,-4,0,-1,0,1,1,1.265,1.779,0,1.92,2,"gul","38_40",-4,0,1,0,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,4,-1.53624204585687,1.50592130480581,-2.31345962619433
"1076","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r08y23g10b29.jpeg","Stim\r13y24g05b28.jpeg",8,13,23,24,10,5,29,28,-2,3,1,0,0,1,1,2.515,1.658,2.501,0,2,"gul","38_40",1,1,0,1,"Left_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,0.989312723649356,2,3,-0.853863422255577,-0.713331144381699,0.83541597612573
"1077","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r14y10g15b15.jpeg","Stim\r15y17g24b30.jpeg",14,15,10,17,15,24,15,30,-2,2,0,-1,0,1,0,1.069,1.886,0,5.347,2,"gul","38_40",7,1,0,0,"Right_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,2,2,-0.540529608727418,-0.713331144381699,0.385576604365721
"1078","40_2","38_2","38",40,"Female","Female",22,26,"Stim\r15y17g24b30.jpeg","Stim\r20y14g02b19.jpeg",15,20,17,14,24,2,30,19,-1,3,0,1,1,0,0,0.89,1.904,0,1.285,2,"gul","38_40",-3,1,0,1,"Right_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.416915548133584,0.202795815185318,1.01080272809109,1,3,-5.27016368509233,-0.158518032084822,0.83541597612573
