"","SubjectID_unique","SubjectID","Gender","Age","Image_1","Image_2","Prop_red_image_1","Prop_red_image_2","Prop_yellow_image_1","Prop_yellow_image_2","Prop_green_image_1","Prop_green_image_2","Prop_blue_image_1","Prop_blue_image_2","Response","Joint","Correct","Correct_joint","RT","RT_joint","Round","Block","group_id","diff","response_dummy","response_joint_dummy","chosen_leader","Leader_gender","Follower_gender","leader_behavior","Intercept","Slope","skill_dif","Side"
"1008","37_2","37","Male",21,"Stim\r11y26g25b38.jpeg","Stim\r14y08g21b39.jpeg",11,14,26,8,25,21,38,39,-1,1,0,1,1.775,1.631,2,"blå","37_39",1,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1009","37_2","37","Male",21,"Stim\r21y01g04b27.jpeg","Stim\r06y14g31b25.jpeg",21,6,1,14,4,31,27,25,2,-1,0,1,1.139,2.408,2,"blå","37_39",-2,1,0,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1011","37_2","37","Male",21,"Stim\r09y15g18b07.jpeg","Stim\r16y09g06b10.jpeg",9,16,15,9,18,6,7,10,-1,1,0,1,1.139,2.846,2,"blå","37_39",3,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1014","37_2","37","Male",21,"Stim\r20y14g02b19.jpeg","Stim\r14y10g15b15.jpeg",20,14,14,10,2,15,19,15,-2,1,1,0,1.153,4.332,2,"gul","37_39",-4,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1016","37_2","37","Male",21,"Stim\r13y33g08b23.jpeg","Stim\r06y36g16b14.jpeg",13,6,33,36,8,16,23,14,2,-1,1,0,0.941,1.667,2,"gul","37_39",3,1,0,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1018","37_2","37","Male",21,"Stim\r03y06g12b09.jpeg","Stim\r03y03g02b05.jpeg",3,3,6,3,12,2,9,5,2,-1,0,1,1.892,1.749,2,"gul","37_39",-3,1,0,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1020","37_2","37","Male",21,"Stim\r14y12g04b29.jpeg","Stim\r05y09g02b34.jpeg",14,5,12,9,4,2,29,34,-2,1,1,0,1.23,2.716,2,"grøn","37_39",-2,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1021","37_2","37","Male",21,"Stim\r17y22g16b15.jpeg","Stim\r04y16g13b13.jpeg",17,4,22,16,16,13,15,13,-2,-1,1,1,1.814,1.682,2,"grøn","37_39",-3,0,0,"Left_lead","Male","Male","stick",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1022","37_2","37","Male",21,"Stim\r04y39g24b15.jpeg","Stim\r06y14g31b25.jpeg",4,6,39,14,24,31,15,25,3,1,1,1,1.319,2.281,2,"grøn","37_39",7,1,1,"Left_lead","Male","Male","stick",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1024","37_2","37","Male",21,"Stim\r21y31g06b08.jpeg","Stim\r17y07g07b24.jpeg",21,17,31,7,6,7,8,24,-1,1,0,1,3.215,1.327,2,"grøn","37_39",1,0,1,"Left_lead","Male","Male","surrender",0.151739309349705,0.217024726252338,0.981512988399229,"left"
"1029","37_1","37","Male",21,"Stim\r15y05g12b10.jpeg","Stim\r11y14g08b23.jpeg",15,11,5,14,12,8,10,23,2,1,0,0,1.904,4.067,1,"rød","37_40",-4,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1035","37_1","37","Male",21,"Stim\r22y35g09b11.jpeg","Stim\r20y04g39b23.jpeg",22,20,35,4,9,39,11,23,2,-1,0,1,1.09,4.771,1,"rød","37_40",-2,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1037","37_1","37","Male",21,"Stim\r17y12g19b18.jpeg","Stim\r21y24g16b04.jpeg",17,21,12,24,19,16,18,4,-3,-1,0,0,2.333,2.762,1,"rød","37_40",4,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1038","37_1","37","Male",21,"Stim\r10y03g03b07.jpeg","Stim\r09y07g06b09.jpeg",10,9,3,7,3,6,7,9,-1,1,0,1,3.087,4.247,1,"blå","37_40",2,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1039","37_1","37","Male",21,"Stim\r08y09g09b11.jpeg","Stim\r17y11g38b07.jpeg",8,17,9,11,9,38,11,7,2,1,0,0,7.022,5.396,1,"blå","37_40",-4,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1041","37_1","37","Male",21,"Stim\r03y11g01b26.jpeg","Stim\r18y19g14b27.jpeg",3,18,11,19,1,14,26,27,3,-1,1,0,1.655,4.462,1,"blå","37_40",1,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1044","37_1","37","Male",21,"Stim\r22y23g20b06.jpeg","Stim\r22y02g34b05.jpeg",22,22,23,2,20,34,6,5,2,-1,0,1,1.686,8.43,1,"blå","37_40",-1,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1045","37_1","37","Male",21,"Stim\r13y24g05b28.jpeg","Stim\r18y19g14b27.jpeg",13,18,24,19,5,14,28,27,2,-1,0,1,3.403,2.53,1,"blå","37_40",-1,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1046","37_1","37","Male",21,"Stim\r18y13g28b06.jpeg","Stim\r10y07g11b10.jpeg",18,10,13,7,28,11,6,10,-2,-1,1,1,7.592,2.347,1,"gul","37_40",-6,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1047","37_1","37","Male",21,"Stim\r09y02g05b02.jpeg","Stim\r09y06g26b32.jpeg",9,9,2,6,5,26,2,32,1,-1,1,0,2.37,2.106,1,"gul","37_40",4,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1048","37_1","37","Male",21,"Stim\r11y14g08b23.jpeg","Stim\r11y10g06b19.jpeg",11,11,14,10,8,6,23,19,2,1,0,0,1.522,8.609,1,"gul","37_40",-4,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1051","37_1","37","Male",21,"Stim\r10y07g11b10.jpeg","Stim\r16y09g06b10.jpeg",10,16,7,9,11,6,10,10,2,1,1,1,1.353,3.924,1,"gul","37_40",2,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1053","37_1","37","Male",21,"Stim\r06y36g16b14.jpeg","Stim\r08y12g20b03.jpeg",6,8,36,12,16,20,14,3,-1,1,0,1,1.772,1.773,1,"grøn","37_40",4,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1056","37_1","37","Male",21,"Stim\r09y17g32b21.jpeg","Stim\r05y40g33b16.jpeg",9,5,17,40,32,33,21,16,-2,-1,0,0,1.219,3.945,1,"grøn","37_40",1,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1057","37_1","37","Male",21,"Stim\r18y19g14b27.jpeg","Stim\r15y16g12b03.jpeg",18,15,19,16,14,12,27,3,2,-1,0,1,1.23,2.243,1,"grøn","37_40",-2,1,0,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1058","37_1","37","Male",21,"Stim\r22y35g09b11.jpeg","Stim\r09y02g05b02.jpeg",22,9,35,2,9,5,11,2,-2,1,1,0,1.884,4.36,1,"grøn","37_40",-4,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1059","37_1","37","Male",21,"Stim\r06y19g29b08.jpeg","Stim\r18y13g28b06.jpeg",6,18,19,13,29,28,8,6,-2,1,1,0,3.023,1.729,1,"grøn","37_40",-1,0,1,"Left_lead","Male","Female","surrender",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1060","37_1","37","Male",21,"Stim\r14y20g16b10.jpeg","Stim\r07y06g08b05.jpeg",14,7,20,6,16,8,10,5,-2,-1,1,1,1.067,1.179,1,"grøn","37_40",-8,0,0,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1061","37_1","37","Male",21,"Stim\r08y23g10b29.jpeg","Stim\r12y07g07b17.jpeg",8,12,23,7,10,7,29,17,1,1,0,0,5.134,3.648,1,"grøn","37_40",-3,1,1,"Left_lead","Male","Female","stick",0.259535801051108,0.198007470493842,0.919757540813635,"left"
"1063","38_2","38","Female",22,"Stim\r12y07g07b17.jpeg","Stim\r11y10g06b19.jpeg",12,11,7,10,7,6,17,19,-2,-1,1,1,1.319,1.598,2,"rød","38_40",-1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1064","38_2","38","Female",22,"Stim\r20y14g02b19.jpeg","Stim\r21y01g04b27.jpeg",20,21,14,1,2,4,19,27,-3,-1,0,0,1.271,1.416,2,"rød","38_40",1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1067","38_2","38","Female",22,"Stim\r22y02g34b05.jpeg","Stim\r06y19g29b08.jpeg",22,6,2,19,34,29,5,8,-2,1,0,1,0.967,1.472,2,"blå","38_40",3,0,1,"Left_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1068","38_2","38","Female",22,"Stim\r02y10g14b11.jpeg","Stim\r14y20g16b10.jpeg",2,14,10,20,14,16,11,10,-1,-1,1,1,0.882,2.486,2,"blå","38_40",-1,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1071","38_2","38","Female",22,"Stim\r16y09g06b10.jpeg","Stim\r18y13g28b06.jpeg",16,18,9,13,6,28,10,6,-2,-1,1,1,1.533,1.76,2,"blå","38_40",-4,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1073","38_2","38","Female",22,"Stim\r10y13g07b36.jpeg","Stim\r05y09g02b34.jpeg",10,5,13,9,7,2,36,34,-2,-1,1,1,1.359,1.169,2,"blå","38_40",-2,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1076","38_2","38","Female",22,"Stim\r08y23g10b29.jpeg","Stim\r13y24g05b28.jpeg",8,13,23,24,10,5,29,28,-2,1,0,1,2.515,2.501,2,"gul","38_40",1,0,1,"Left_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1079","38_2","38","Female",22,"Stim\r04y16g13b13.jpeg","Stim\r18y13g28b06.jpeg",4,18,16,13,13,28,13,6,-2,-1,1,1,0.937,1.22,2,"gul","38_40",-3,0,0,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1083","38_2","38","Female",22,"Stim\r04y28g27b06.jpeg","Stim\r11y26g25b38.jpeg",4,11,28,26,27,25,6,38,2,1,0,0,1.339,1.293,2,"grøn","38_40",-2,1,1,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1085","38_2","38","Female",22,"Stim\r22y02g34b05.jpeg","Stim\r05y40g33b16.jpeg",22,5,2,40,34,33,5,16,-2,1,1,0,1.051,2.141,2,"grøn","38_40",-1,0,1,"Left_lead","Female","Female","surrender",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1087","38_2","38","Female",22,"Stim\r10y03g03b07.jpeg","Stim\r01y27g01b01.jpeg",10,1,3,27,3,1,7,1,2,1,0,0,1.738,1.236,2,"grøn","38_40",-2,1,1,"Left_lead","Female","Female","stick",0.00786629769640587,0.200628480265679,0.989312723649356,"left"
"1091","43_1","43","Male",25,"Stim\r06y36g16b14.jpeg","Stim\r10y07g11b10.jpeg",6,10,36,7,16,11,14,10,-2,-1,0,0,3.997,8.429,1,"rød","43_41",4,0,0,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1092","43_1","43","Male",25,"Stim\r14y10g15b15.jpeg","Stim\r17y20g40b07.jpeg",14,17,10,20,15,40,15,7,4,1,1,1,1.275,3.368,1,"rød","43_41",3,1,1,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1097","43_1","43","Male",25,"Stim\r13y21g23b09.jpeg","Stim\r17y22g16b15.jpeg",13,17,21,22,23,16,9,15,2,1,1,1,2.661,3.243,1,"rød","43_41",4,1,1,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1099","43_1","43","Male",25,"Stim\r10y27g22b14.jpeg","Stim\r06y36g16b14.jpeg",10,6,27,36,22,16,14,14,-1,-1,1,1,2.327,3.165,1,"rød","43_41",-4,0,0,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1102","43_1","43","Male",25,"Stim\r17y20g40b07.jpeg","Stim\r10y27g22b14.jpeg",17,10,20,27,40,22,7,14,-2,1,0,1,2.833,5.986,1,"blå","43_41",7,0,1,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1104","43_1","43","Male",25,"Stim\r11y14g08b23.jpeg","Stim\r07y14g27b22.jpeg",11,7,14,14,8,27,23,22,-1,1,1,0,1.823,3.424,1,"blå","43_41",-1,0,1,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1105","43_1","43","Male",25,"Stim\r09y17g32b21.jpeg","Stim\r17y07g07b24.jpeg",9,17,17,7,32,7,21,24,2,1,1,1,2.711,1.822,1,"blå","43_41",3,1,1,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1106","43_1","43","Male",25,"Stim\r08y09g09b11.jpeg","Stim\r09y15g18b07.jpeg",8,9,9,15,9,18,11,7,-1,1,0,1,1.805,2.359,1,"gul","43_41",6,0,1,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1107","43_1","43","Male",25,"Stim\r17y12g19b18.jpeg","Stim\r06y14g31b25.jpeg",17,6,12,14,19,31,18,25,-2,-1,0,0,1.723,1.434,1,"gul","43_41",2,0,0,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1108","43_1","43","Male",25,"Stim\r02y10g14b11.jpeg","Stim\r04y16g13b13.jpeg",2,4,10,16,14,13,11,13,2,-1,1,0,2.181,2.797,1,"gul","43_41",6,1,0,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1109","43_1","43","Male",25,"Stim\r22y35g09b11.jpeg","Stim\r13y33g08b23.jpeg",22,13,35,33,9,8,11,23,-4,-1,1,1,1.665,2.514,1,"gul","43_41",-2,0,0,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1110","43_1","43","Male",25,"Stim\r08y23g10b29.jpeg","Stim\r10y27g22b14.jpeg",8,10,23,27,10,22,29,14,-1,1,0,1,1.603,1.96,1,"gul","43_41",4,0,1,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1111","43_1","43","Male",25,"Stim\r21y24g16b04.jpeg","Stim\r22y23g20b06.jpeg",21,22,24,23,16,20,4,6,-2,-1,1,1,1.471,1.881,1,"gul","43_41",-1,0,0,"Left_lead","Male","Male","stick",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1114","43_1","43","Male",25,"Stim\r08y12g20b03.jpeg","Stim\r06y36g16b14.jpeg",8,6,12,36,20,16,3,14,1,-1,0,1,1.756,2.731,1,"grøn","43_41",-4,1,0,"Left_lead","Male","Male","surrender",-0.243275842193899,0.209999932478014,0.994808716904731,"left"
"1118","44_2","44","Female",24,"Stim\r07y14g27b22.jpeg","Stim\r03y03g02b05.jpeg",7,3,14,3,27,2,22,5,-1,-1,1,1,0.952,1.693,2,"rød","44_41",-4,0,0,"Left_lead","Female","Male","stick",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1119","44_2","44","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r15y16g12b03.jpeg",14,15,10,16,15,12,15,3,1,-1,1,0,1.707,1.475,2,"rød","44_41",1,1,0,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1122","44_2","44","Female",24,"Stim\r12y07g16b25.jpeg","Stim\r18y19g14b27.jpeg",12,18,7,19,16,14,25,27,1,-1,1,0,1.61,2.062,2,"rød","44_41",6,1,0,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1126","44_2","44","Female",24,"Stim\r22y02g34b05.jpeg","Stim\r10y27g22b14.jpeg",22,10,2,27,34,22,5,14,-1,-1,0,0,1.685,3.065,2,"blå","44_41",9,0,0,"Left_lead","Female","Male","stick",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1128","44_2","44","Female",24,"Stim\r02y10g14b11.jpeg","Stim\r14y10g15b15.jpeg",2,14,10,10,14,15,11,15,2,1,1,1,1.703,1.626,2,"blå","44_41",4,1,1,"Left_lead","Female","Male","stick",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1129","44_2","44","Female",24,"Stim\r17y07g07b24.jpeg","Stim\r13y33g08b23.jpeg",17,13,7,33,7,8,24,23,1,-1,0,1,2.753,4.345,2,"blå","44_41",-1,1,0,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1131","44_2","44","Female",24,"Stim\r18y13g28b06.jpeg","Stim\r07y14g27b22.jpeg",18,7,13,14,28,27,6,22,-1,1,0,1,3.557,1.491,2,"gul","44_41",1,0,1,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1132","44_2","44","Female",24,"Stim\r15y05g12b10.jpeg","Stim\r05y09g02b34.jpeg",15,5,5,9,12,2,10,34,-1,-1,0,0,1.287,1.438,2,"gul","44_41",4,0,0,"Left_lead","Female","Male","stick",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1134","44_2","44","Female",24,"Stim\r03y03g02b05.jpeg","Stim\r21y01g04b27.jpeg",3,21,3,1,2,4,5,27,1,-1,0,1,1.87,1.913,2,"gul","44_41",-2,1,0,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1142","44_2","44","Female",24,"Stim\r02y10g14b11.jpeg","Stim\r03y06g12b09.jpeg",2,3,10,6,14,12,11,9,1,-1,0,1,3.225,2.019,2,"grøn","44_41",-2,1,0,"Left_lead","Female","Male","surrender",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1144","44_2","44","Female",24,"Stim\r03y11g01b26.jpeg","Stim\r05y09g02b34.jpeg",3,5,11,9,1,2,26,34,1,1,1,1,1.422,1.946,2,"grøn","44_41",1,1,1,"Left_lead","Female","Male","stick",0.0818813981983761,0.204413017651425,0.993335820613544,"left"
"1149","44_1","44","Female",24,"Stim\r06y14g31b25.jpeg","Stim\r09y07g06b09.jpeg",6,9,14,7,31,6,25,9,-3,-1,0,0,2.086,6.54,1,"rød","44_42",3,0,0,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1150","44_1","44","Female",24,"Stim\r09y15g18b07.jpeg","Stim\r06y14g31b25.jpeg",9,6,15,14,18,31,7,25,3,1,0,0,2.14,5.337,1,"rød","44_42",-3,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1151","44_1","44","Female",24,"Stim\r04y39g24b15.jpeg","Stim\r02y19g24b04.jpeg",4,2,39,19,24,24,15,4,-1,1,1,0,2.688,3.312,1,"rød","44_42",-2,0,1,"Left_lead","Female","Female","surrender",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1153","44_1","44","Female",24,"Stim\r14y20g16b10.jpeg","Stim\r11y14g08b23.jpeg",14,11,20,14,16,8,10,23,2,1,0,0,1.256,2.59,1,"rød","44_42",-3,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1154","44_1","44","Female",24,"Stim\r12y07g07b17.jpeg","Stim\r03y06g12b09.jpeg",12,3,7,6,7,12,17,9,-3,-1,1,1,1.507,2.418,1,"rød","44_42",-9,0,0,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1156","44_1","44","Female",24,"Stim\r11y26g25b38.jpeg","Stim\r09y17g32b21.jpeg",11,9,26,17,25,32,38,21,2,1,0,0,2.783,1.743,1,"rød","44_42",-2,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1157","44_1","44","Female",24,"Stim\r06y14g31b25.jpeg","Stim\r09y17g32b21.jpeg",6,9,14,17,31,32,25,21,-3,-1,1,1,1.42,2.462,1,"blå","44_42",-4,0,0,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1159","44_1","44","Female",24,"Stim\r20y14g02b19.jpeg","Stim\r17y12g19b18.jpeg",20,17,14,12,2,19,19,18,-2,-1,1,1,1.43,4.677,1,"blå","44_42",-1,0,0,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1163","44_1","44","Female",24,"Stim\r18y13g28b06.jpeg","Stim\r13y21g23b09.jpeg",18,13,13,21,28,23,6,9,1,-1,1,0,1.659,2.816,1,"blå","44_42",3,1,0,"Left_lead","Female","Female","surrender",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1164","44_1","44","Female",24,"Stim\r17y22g16b15.jpeg","Stim\r08y23g10b29.jpeg",17,8,22,23,16,10,15,29,2,1,1,1,4.023,4.921,1,"gul","44_42",1,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1167","44_1","44","Female",24,"Stim\r14y08g21b39.jpeg","Stim\r14y12g04b29.jpeg",14,14,8,12,21,4,39,29,3,1,1,1,1.514,2.714,1,"gul","44_42",4,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1168","44_1","44","Female",24,"Stim\r18y19g14b27.jpeg","Stim\r09y15g18b07.jpeg",18,9,19,15,14,18,27,7,-1,1,1,0,2.166,2.635,1,"gul","44_42",-4,0,1,"Left_lead","Female","Female","surrender",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1169","44_1","44","Female",24,"Stim\r14y10g15b15.jpeg","Stim\r07y06g08b05.jpeg",14,7,10,6,15,8,15,5,-2,1,1,0,1.778,2.054,1,"gul","44_42",-4,0,1,"Left_lead","Female","Female","surrender",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1173","44_1","44","Female",24,"Stim\r10y13g07b36.jpeg","Stim\r17y22g16b15.jpeg",10,17,13,22,7,16,36,15,-2,-1,0,0,1.479,1.914,1,"gul","44_42",9,0,0,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1174","44_1","44","Female",24,"Stim\r05y09g02b34.jpeg","Stim\r07y06g08b05.jpeg",5,7,9,6,2,8,34,5,2,1,1,1,1.042,2.273,1,"grøn","44_42",6,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1177","44_1","44","Female",24,"Stim\r02y19g24b04.jpeg","Stim\r05y28g23b30.jpeg",2,5,19,28,24,23,4,30,2,1,0,0,1.767,3.383,1,"grøn","44_42",-1,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1178","44_1","44","Female",24,"Stim\r06y14g31b25.jpeg","Stim\r09y17g32b21.jpeg",6,9,14,17,31,32,25,21,-1,1,0,1,2.241,4.261,1,"grøn","44_42",1,0,1,"Left_lead","Female","Female","surrender",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1179","44_1","44","Female",24,"Stim\r10y37g07b02.jpeg","Stim\r21y31g06b08.jpeg",10,21,37,31,7,6,2,8,1,1,0,0,1.605,3.095,1,"grøn","44_42",-1,1,1,"Left_lead","Female","Female","stick",0.0416412700972366,0.211742435862858,1.00643660462788,"left"
"1185","43_2","43","Male",25,"Stim\r17y11g38b07.jpeg","Stim\r15y16g12b03.jpeg",17,15,11,16,38,12,7,3,3,-1,0,1,1.602,3.776,2,"rød","43_42",-2,1,0,"Left_lead","Male","Female","surrender",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1186","43_2","43","Male",25,"Stim\r14y20g16b10.jpeg","Stim\r13y33g08b23.jpeg",14,13,20,33,16,8,10,23,-2,-1,1,1,1.418,1.478,2,"rød","43_42",-1,0,0,"Left_lead","Male","Female","stick",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1188","43_2","43","Male",25,"Stim\r03y11g01b26.jpeg","Stim\r07y14g27b22.jpeg",3,7,11,14,1,27,26,22,4,1,0,0,1.842,1.599,2,"blå","43_42",-4,1,1,"Left_lead","Male","Female","stick",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1189","43_2","43","Male",25,"Stim\r21y01g04b27.jpeg","Stim\r17y07g07b24.jpeg",21,17,1,7,4,7,27,24,1,-1,0,1,2.588,1.436,2,"blå","43_42",-3,1,0,"Left_lead","Male","Female","surrender",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1190","43_2","43","Male",25,"Stim\r01y27g01b01.jpeg","Stim\r10y37g07b02.jpeg",1,10,27,37,1,7,1,2,2,1,1,1,1.66,1.659,2,"blå","43_42",1,1,1,"Left_lead","Male","Female","stick",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1191","43_2","43","Male",25,"Stim\r12y09g30b18.jpeg","Stim\r09y17g32b21.jpeg",12,9,9,17,30,32,18,21,4,1,1,1,1.368,2.114,2,"blå","43_42",3,1,1,"Left_lead","Male","Female","stick",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1194","43_2","43","Male",25,"Stim\r12y07g07b17.jpeg","Stim\r03y11g01b26.jpeg",12,3,7,11,7,1,17,26,-3,-1,0,0,1.733,1.994,2,"blå","43_42",9,0,0,"Left_lead","Male","Female","stick",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
"1195","43_2","43","Male",25,"Stim\r09y02g05b02.jpeg","Stim\r02y19g24b04.jpeg",9,2,2,19,5,24,2,4,1,-1,1,0,1.158,3.184,2,"blå","43_42",2,1,0,"Left_lead","Male","Female","surrender",-0.101858375616961,0.214763821804282,1.02513991677075,"left"
