,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,0,09,23,Male
1,2,1,09,23,Male
2,3,3,09,23,Male
3,4,1,09,23,Male
4,5,0,09,23,Male
5,6,3,09,23,Male
6,7,5,09,23,Male
7,8,1,09,23,Male
8,9,5,09,23,Male
9,10,0,09,23,Male
10,11,0,09,23,Male
11,12,3,09,23,Male
12,13,2,09,23,Male
13,14,1,09,23,Male
14,15,0,09,23,Male
15,16,1,09,23,Male
16,17,0,09,23,Male
17,18,4,09,23,Male
18,19,0,09,23,Male
19,20,1,09,23,Male
20,21,3,09,23,Male
21,22,1,09,23,Male
