,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,0,41,21,Male
1,2,1,41,21,Male
2,3,4,41,21,Male
3,4,1,41,21,Male
4,5,0,41,21,Male
5,6,3,41,21,Male
6,7,4,41,21,Male
7,8,1,41,21,Male
8,9,5,41,21,Male
9,10,1,41,21,Male
10,11,0,41,21,Male
11,12,1,41,21,Male
12,13,4,41,21,Male
13,14,1,41,21,Male
14,15,3,41,21,Male
15,16,1,41,21,Male
16,17,1,41,21,Male
17,18,4,41,21,Male
18,19,1,41,21,Male
19,20,0,41,21,Male
20,21,2,41,21,Male
21,22,0,41,21,Male
