,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,0,03,24,Male
1,2,0,03,24,Male
2,3,3,03,24,Male
3,4,0,03,24,Male
4,5,0,03,24,Male
5,6,5,03,24,Male
6,7,5,03,24,Male
7,8,0,03,24,Male
8,9,2,03,24,Male
9,10,1,03,24,Male
10,11,0,03,24,Male
11,12,0,03,24,Male
12,13,3,03,24,Male
13,14,0,03,24,Male
14,15,0,03,24,Male
15,16,1,03,24,Male
16,17,2,03,24,Male
17,18,3,03,24,Male
18,19,0,03,24,Male
19,20,0,03,24,Male
20,21,5,03,24,Male
21,22,0,03,24,Male
