,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,3,05,24,Male
1,2,3,05,24,Male
2,3,5,05,24,Male
3,4,0,05,24,Male
4,5,0,05,24,Male
5,6,4,05,24,Male
6,7,2,05,24,Male
7,8,0,05,24,Male
8,9,2,05,24,Male
9,10,1,05,24,Male
10,11,1,05,24,Male
11,12,2,05,24,Male
12,13,1,05,24,Male
13,14,1,05,24,Male
14,15,3,05,24,Male
15,16,1,05,24,Male
16,17,3,05,24,Male
17,18,1,05,24,Male
18,19,1,05,24,Male
19,20,0,05,24,Male
20,21,1,05,24,Male
21,22,0,05,24,Male
