,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,2,63,23,Male
1,2,1,63,23,Male
2,3,3,63,23,Male
3,4,2,63,23,Male
4,5,3,63,23,Male
5,6,2,63,23,Male
6,7,1,63,23,Male
7,8,2,63,23,Male
8,9,2,63,23,Male
9,10,0,63,23,Male
10,11,0,63,23,Male
11,12,2,63,23,Male
12,13,2,63,23,Male
13,14,1,63,23,Male
14,15,2,63,23,Male
15,16,0,63,23,Male
16,17,2,63,23,Male
17,18,2,63,23,Male
18,19,2,63,23,Male
19,20,2,63,23,Male
20,21,4,63,23,Male
21,22,2,63,23,Male
