,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,0,61,23,Male
1,2,2,61,23,Male
2,3,5,61,23,Male
3,4,2,61,23,Male
4,5,3,61,23,Male
5,6,2,61,23,Male
6,7,3,61,23,Male
7,8,0,61,23,Male
8,9,3,61,23,Male
9,10,1,61,23,Male
10,11,1,61,23,Male
11,12,1,61,23,Male
12,13,1,61,23,Male
13,14,3,61,23,Male
14,15,2,61,23,Male
15,16,2,61,23,Male
16,17,3,61,23,Male
17,18,3,61,23,Male
18,19,3,61,23,Male
19,20,0,61,23,Male
20,21,2,61,23,Male
21,22,3,61,23,Male
