,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,4,39,24,Male
1,2,1,39,24,Male
2,3,4,39,24,Male
3,4,3,39,24,Male
4,5,2,39,24,Male
5,6,3,39,24,Male
6,7,3,39,24,Male
7,8,3,39,24,Male
8,9,3,39,24,Male
9,10,2,39,24,Male
10,11,2,39,24,Male
11,12,2,39,24,Male
12,13,1,39,24,Male
13,14,2,39,24,Male
14,15,2,39,24,Male
15,16,2,39,24,Male
16,17,1,39,24,Male
17,18,2,39,24,Male
18,19,2,39,24,Male
19,20,1,39,24,Male
20,21,2,39,24,Male
21,22,2,39,24,Male
