,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,3,07,24,Male
1,2,3,07,24,Male
2,3,4,07,24,Male
3,4,2,07,24,Male
4,5,4,07,24,Male
5,6,1,07,24,Male
6,7,3,07,24,Male
7,8,3,07,24,Male
8,9,2,07,24,Male
9,10,2,07,24,Male
10,11,2,07,24,Male
11,12,4,07,24,Male
12,13,1,07,24,Male
13,14,3,07,24,Male
14,15,3,07,24,Male
15,16,2,07,24,Male
16,17,1,07,24,Male
17,18,5,07,24,Male
18,19,2,07,24,Male
19,20,4,07,24,Male
20,21,4,07,24,Male
21,22,1,07,24,Male
