,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,2,13,23,Male
1,2,3,13,23,Male
2,3,5,13,23,Male
3,4,2,13,23,Male
4,5,2,13,23,Male
5,6,4,13,23,Male
6,7,3,13,23,Male
7,8,0,13,23,Male
8,9,1,13,23,Male
9,10,0,13,23,Male
10,11,2,13,23,Male
11,12,0,13,23,Male
12,13,4,13,23,Male
13,14,3,13,23,Male
14,15,2,13,23,Male
15,16,0,13,23,Male
16,17,1,13,23,Male
17,18,2,13,23,Male
18,19,1,13,23,Male
19,20,0,13,23,Male
20,21,3,13,23,Male
21,22,0,13,23,Male
