,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,1,27,23,Male
1,2,2,27,23,Male
2,3,4,27,23,Male
3,4,1,27,23,Male
4,5,3,27,23,Male
5,6,3,27,23,Male
6,7,3,27,23,Male
7,8,3,27,23,Male
8,9,4,27,23,Male
9,10,2,27,23,Male
10,11,3,27,23,Male
11,12,2,27,23,Male
12,13,1,27,23,Male
13,14,0,27,23,Male
14,15,2,27,23,Male
15,16,2,27,23,Male
16,17,2,27,23,Male
17,18,2,27,23,Male
18,19,2,27,23,Male
19,20,1,27,23,Male
20,21,2,27,23,Male
21,22,1,27,23,Male
