,Results
0,"[[43.0, 36.71228571428571, 45.7145, 56.67933333333333, 73.796, 88.58533333333334, 95.1875, 98.01], [57.0, 63.28771428571429, 54.2855, 43.32066666666667, 26.204, 11.414666666666667, 4.8125, 1.99]]"
