,Results
0,"[[45.3332, 40.69314285714286, 48.031, 53.75933333333333, 63.403, 76.064, 87.17, 93.91], [54.6668, 59.30685714285714, 51.969, 46.24066666666667, 36.597, 23.936, 12.83, 6.09]]"
