,Results
0,"[[49.9652, 49.864, 50.195, 50.431333333333335, 50.084, 50.092, 50.53, 49.29], [50.0348, 50.136, 49.805, 49.568666666666665, 49.916, 49.908, 49.47, 50.71]]"
