,Results
0,"[[44.3692, 39.07142857142857, 47.4575, 55.414, 67.426, 79.16266666666667, 89.3425, 95.18], [55.6308, 60.92857142857143, 52.5425, 44.586, 32.574, 20.837333333333333, 10.6575, 4.82]]"
