,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,1,23,24,Male
1,2,1,23,24,Male
2,3,3,23,24,Male
3,4,1,23,24,Male
4,5,1,23,24,Male
5,6,4,23,24,Male
6,7,3,23,24,Male
7,8,2,23,24,Male
8,9,3,23,24,Male
9,10,2,23,24,Male
10,11,1,23,24,Male
11,12,0,23,24,Male
12,13,3,23,24,Male
13,14,1,23,24,Male
14,15,1,23,24,Male
15,16,0,23,24,Male
16,17,0,23,24,Male
17,18,4,23,24,Male
18,19,1,23,24,Male
19,20,0,23,24,Male
20,21,3,23,24,Male
21,22,2,23,24,Male
