,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,1,01,23,Male
1,2,1,01,23,Male
2,3,5,01,23,Male
3,4,1,01,23,Male
4,5,2,01,23,Male
5,6,1,01,23,Male
6,7,5,01,23,Male
7,8,0,01,23,Male
8,9,0,01,23,Male
9,10,1,01,23,Male
10,11,1,01,23,Male
11,12,2,01,23,Male
12,13,5,01,23,Male
13,14,1,01,23,Male
14,15,0,01,23,Male
15,16,0,01,23,Male
16,17,0,01,23,Male
17,18,4,01,23,Male
18,19,3,01,23,Male
19,20,1,01,23,Male
20,21,4,01,23,Male
21,22,1,01,23,Male
