,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,3,21,24,Male
1,2,1,21,24,Male
2,3,4,21,24,Male
3,4,2,21,24,Male
4,5,1,21,24,Male
5,6,2,21,24,Male
6,7,4,21,24,Male
7,8,2,21,24,Male
8,9,2,21,24,Male
9,10,0,21,24,Male
10,11,0,21,24,Male
11,12,1,21,24,Male
12,13,3,21,24,Male
13,14,1,21,24,Male
14,15,1,21,24,Male
15,16,0,21,24,Male
16,17,1,21,24,Male
17,18,3,21,24,Male
18,19,1,21,24,Male
19,20,1,21,24,Male
20,21,3,21,24,Male
21,22,2,21,24,Male
