,QuestionNumber,QuestionAnswer,ID,age,gender
0,1,0,57,22,Male
1,2,0,57,22,Male
2,3,5,57,22,Male
3,4,1,57,22,Male
4,5,0,57,22,Male
5,6,4,57,22,Male
6,7,4,57,22,Male
7,8,3,57,22,Male
8,9,2,57,22,Male
9,10,0,57,22,Male
10,11,0,57,22,Male
11,12,0,57,22,Male
12,13,0,57,22,Male
13,14,0,57,22,Male
14,15,0,57,22,Male
15,16,0,57,22,Male
16,17,0,57,22,Male
17,18,2,57,22,Male
18,19,2,57,22,Male
19,20,0,57,22,Male
20,21,4,57,22,Male
21,22,1,57,22,Male
