,ID,age,gender,word,response,correct,rt,block,trial
0,32,26,Female,Akademiker,i,1,1.8979880350016174,1,1.0
1,32,26,Female,Forældre,e,1,0.6717234229945461,1,2.0
2,32,26,Female,Karriere,i,1,0.65981042200292,1,3.0
3,32,26,Female,Ledelse,i,1,2.0187151659993106,1,4.0
4,32,26,Female,Familie,e,1,0.7960274619981647,1,5.0
5,32,26,Female,Kontor,i,1,0.807456018999801,1,6.0
6,32,26,Female,Hjem,e,1,1.5264739619960892,1,7.0
7,32,26,Female,Ægteskab,e,1,0.7558748309966177,1,8.0
8,32,26,Female,Børn,e,1,0.6447908850022941,1,9.0
9,32,26,Female,Bryllup,e,1,1.2552066429998376,1,10.0
10,32,26,Female,Akademiker,i,1,0.7332437309960369,1,11.0
11,32,26,Female,Løn,i,1,2.4133370649942663,1,12.0
12,32,26,Female,Ægteskab,e,1,0.4861670630052686,1,13.0
13,32,26,Female,Løn,i,1,0.5092478649967234,1,14.0
14,32,26,Female,Bryllup,e,1,0.507209553004941,1,15.0
15,32,26,Female,Ledelse,i,1,0.7000133660039864,1,16.0
16,32,26,Female,Slægtninge,e,1,1.0360573490033858,1,17.0
17,32,26,Female,Børn,e,1,0.4456340690012439,1,18.0
18,32,26,Female,Familie,e,1,0.3755577269985224,1,19.0
19,32,26,Female,Handel,i,1,0.5440722540006391,1,20.0
20,32,26,Female,Ruth,i,1,1.0729768210003385,2,1.0
21,32,26,Female,Morten,e,1,0.44184841200330993,2,2.0
22,32,26,Female,Ole,e,1,0.4160583429984399,2,3.0
23,32,26,Female,Hanne,i,1,0.3792589489967213,2,4.0
24,32,26,Female,Josefine,i,1,0.5101609289995395,2,5.0
25,32,26,Female,Hanne,i,1,0.5135400040016975,2,6.0
26,32,26,Female,Morten,e,1,0.3779281860042829,2,7.0
27,32,26,Female,Camilla,e,0,0.4017946509993635,2,8.0
28,32,26,Female,Line,i,1,1.2662954070037813,2,9.0
29,32,26,Female,Mikkel,e,1,0.42642368999804603,2,10.0
30,32,26,Female,Jens,e,1,0.5663192610008991,2,11.0
31,32,26,Female,Camilla,i,1,0.4245153349984321,2,12.0
32,32,26,Female,Casper,e,1,0.42597081499843625,2,13.0
33,32,26,Female,Rasmus,e,1,0.5437836119963322,2,14.0
34,32,26,Female,Mette,i,1,0.42226380800275365,2,15.0
35,32,26,Female,Mikkel,e,1,0.4770011919972603,2,16.0
36,32,26,Female,Sebastian,e,1,0.514213357004337,2,17.0
37,32,26,Female,Jens,e,1,0.4006363490043441,2,18.0
38,32,26,Female,Ruth,i,1,0.46298969900090015,2,19.0
39,32,26,Female,Casper,e,1,0.38810955500230193,2,20.0
40,32,26,Female,Hjem,e,1,1.4297589819980203,3,1.0
41,32,26,Female,Børn,e,1,1.4354997600021306,3,2.0
42,32,26,Female,Morten,e,1,0.6237622849948821,3,3.0
43,32,26,Female,Casper,e,1,0.4270351800005301,3,4.0
44,32,26,Female,Forældre,e,1,1.0553100889956113,3,5.0
45,32,26,Female,Karriere,i,1,0.5129965129963239,3,6.0
46,32,26,Female,Bryllup,e,1,0.5029987659945618,3,7.0
47,32,26,Female,Line,i,1,0.5213160049970611,3,8.0
48,32,26,Female,Løn,i,1,0.5742397560024983,3,9.0
49,32,26,Female,Handel,i,1,0.502020085004915,3,10.0
50,32,26,Female,Ægteskab,e,1,0.7825043850025395,3,11.0
