,ID,age,gender,word,response,correct,rt,block,trial
0,15,20,Male,Bryllup,e,1,1.8321682069799863,1,1.0
1,15,20,Male,Slægtninge,e,1,1.2418067079852335,1,2.0
2,15,20,Male,Akademiker,i,1,1.0000482680043206,1,3.0
3,15,20,Male,Kontor,i,1,0.7856774309766479,1,4.0
4,15,20,Male,Børn,e,1,0.6317273919703439,1,5.0
5,15,20,Male,Løn,i,1,0.6492340209661052,1,6.0
6,15,20,Male,Ægteskab,e,1,0.8853233240079135,1,7.0
7,15,20,Male,Forældre,e,1,0.8962016589939594,1,8.0
8,15,20,Male,Ægteskab,e,1,0.6594054030138068,1,9.0
9,15,20,Male,Virksomhed,i,1,0.6266783030005172,1,10.0
10,15,20,Male,Akademiker,i,1,0.5662263129488565,1,11.0
11,15,20,Male,Løn,i,1,0.7605362230096944,1,12.0
12,15,20,Male,Ledelse,i,1,0.6329155280254781,1,13.0
13,15,20,Male,Hjem,e,1,0.6014628750272095,1,14.0
14,15,20,Male,Karriere,i,1,0.5795862930244766,1,15.0
15,15,20,Male,Handel,i,1,0.7364231730462052,1,16.0
16,15,20,Male,Kontor,i,1,0.9907210969831795,1,17.0
17,15,20,Male,Familie,e,1,0.6184509150334634,1,18.0
18,15,20,Male,Ledelse,i,1,0.6864081530366093,1,19.0
19,15,20,Male,Handel,i,1,0.5507787799579091,1,20.0
20,15,20,Male,Mikkel,e,1,0.5502268339623697,2,1.0
21,15,20,Male,Rasmus,e,1,0.5730476469616406,2,2.0
22,15,20,Male,Line,i,1,0.5340204180101864,2,3.0
23,15,20,Male,Ole,e,1,0.5367459899862297,2,4.0
24,15,20,Male,Ruth,i,1,0.7362984730280004,2,5.0
25,15,20,Male,Sebastian,e,1,0.592551747977268,2,6.0
26,15,20,Male,Josefine,i,1,0.4982631860184483,2,7.0
27,15,20,Male,Ruth,i,1,0.5059559549554251,2,8.0
28,15,20,Male,Camilla,i,1,0.49322334298631176,2,9.0
29,15,20,Male,Casper,e,1,0.4897479140199721,2,10.0
30,15,20,Male,Jens,e,1,0.5244449180318043,2,11.0
31,15,20,Male,Casper,e,1,0.5243042660295032,2,12.0
32,15,20,Male,Hanne,i,1,0.46003713901154697,2,13.0
33,15,20,Male,Line,i,1,0.4216641919920221,2,14.0
34,15,20,Male,Birthe,i,1,0.45183603797340766,2,15.0
35,15,20,Male,Morten,e,1,0.47845810605213046,2,16.0
36,15,20,Male,Jens,e,1,0.5405644919956103,2,17.0
37,15,20,Male,Camilla,i,1,0.5342582459561527,2,18.0
38,15,20,Male,Josefine,i,1,0.43727645999751985,2,19.0
39,15,20,Male,Birthe,i,1,0.45760009600780904,2,20.0
40,15,20,Male,Akademiker,i,1,0.5831991370068863,3,1.0
41,15,20,Male,Børn,e,1,0.5729550460237078,3,2.0
42,15,20,Male,Ruth,i,1,0.6550315679633059,3,3.0
43,15,20,Male,Hjem,e,1,0.6873638950055465,3,4.0
44,15,20,Male,Virksomhed,i,1,0.742345369013492,3,5.0
45,15,20,Male,Ole,e,1,0.6005955589935184,3,6.0
46,15,20,Male,Karriere,i,1,0.586992338008713,3,7.0
47,15,20,Male,Akademiker,i,1,0.5709059910150245,3,8.0
48,15,20,Male,Camilla,e,0,0.9756858660257421,3,9.0
49,15,20,Male,Slægtninge,e,1,0.94010916701518,3,10.0
50,15,20,Male,Løn,i,1,0.6204288600129075,3,11.0
51,15,20,Male,Mette,i,1,0.48661114898277447,3,12.0
52,15,20,Male,Hanne,i,1,0.4171123979613185,3,13.0
53,15,20,Male,Virksomhed,i,1,0.46303624304709956,3,14.0
54,15,20,Male,Mikkel,i,0,0.4775868559954688,3,15.0
55,15,20,Male,Birthe,i,1,0.5912293270230293,3,16.0
56,15,20,Male,Familie,e,1,1.6295325799728744,3,17.0
57,15,20,Male,Forældre,e,1,0.8235992969712242,3,18.0
58,15,20,Male,Jens,e,1,0.7266726700472645,3,19.0
59,15,20,Male,Line,i,1,0.6609098790213466,3,20.0
60,15,20,Male,Virksomhed,i,1,0.605529521999415,4,1.0
61,15,20,Male,Bryllup,e,1,0.6453420019824989,4,2.0
62,15,20,Male,Familie,e,1,0.7436432220274583,4,3.0
63,15,20,Male,Jens,e,1,0.68441162398085,4,4.0
64,15,20,Male,Camilla,i,1,0.5408018869929947,4,5.0
65,15,20,Male,Virksomhed,i,1,0.6329827699810266,4,6.0
66,15,20,Male,Hanne,i,1,0.5691749580437317,4,7.0
67,15,20,Male,Morten,e,1,0.5491429640096612,4,8.0
68,15,20,Male,Børn,e,1,0.6694212700240314,4,9.0
69,15,20,Male,Hjem,i,0,0.8037029239931144,4,10.0
70,15,20,Male,Mikkel,e,1,0.7610157640301622,4,11.0
71,15,20,Male,Børn,e,1,0.6517135689500719,4,12.0
72,15,20,Male,Casper,e,1,0.6634172750054859,4,13.0
73,15,20,Male,Karriere,i,1,0.6845773129607551,4,14.0
74,15,20,Male,Hjem,e,1,0.5960456719622016,4,15.0
75,15,20,Male,Sebastian,e,1,0.6348708680015989,4,16.0
76,15,20,Male,Josefine,i,1,0.5819141669780947,4,17.0
77,15,20,Male,Camilla,i,1,0.49303576099919155,4,18.0
78,15,20,Male,Forældre,e,1,0.5597179979667999,4,19.0
79,15,20,Male,Bryllup,e,1,0.6446536530274898,4,20.0
80,15,20,Male,Handel,i,1,0.550031874969136,4,21.0
81,15,20,Male,Casper,e,1,0.792846427008044,4,22.0
82,15,20,Male,Rasmus,e,1,0.5501947239972651,4,23.0
83,15,20,Male,Josefine,i,1,0.5561421429738402,4,24.0
84,15,20,Male,Sebastian,e,1,0.618905937008094,4,25.0
85,15,20,Male,Birthe,i,1,0.5304321389994584,4,26.0
86,15,20,Male,Jens,e,1,0.5610935550066642,4,27.0
87,15,20,Male,Ruth,i,1,0.5550200270372443,4,28.0
88,15,20,Male,Akademiker,i,1,0.5524849360226654,4,29.0
89,15,20,Male,Rasmus,e,1,0.5462913950323127,4,30.0
90,15,20,Male,Morten,e,1,0.50651709997328,4,31.0
91,15,20,Male,Mikkel,e,1,0.5361568999942392,4,32.0
92,15,20,Male,Slægtninge,e,1,0.6543686580262147,4,33.0
93,15,20,Male,Ledelse,i,1,0.5638386780046858,4,34.0
94,15,20,Male,Ruth,i,1,0.5694590689963661,4,35.0
95,15,20,Male,Birthe,i,1,0.47512351599289104,4,36.0
96,15,20,Male,Slægtninge,i,0,0.6341254810104147,4,37.0
97,15,20,Male,Kontor,i,1,0.6293271990143694,4,38.0
98,15,20,Male,Akademiker,i,1,0.5825634810025804,4,39.0
99,15,20,Male,Bryllup,e,1,0.6396889030002058,4,40.0
100,15,20,Male,Kontor,e,1,0.526896659983322,5,1.0
101,15,20,Male,Forældre,i,1,0.5550091420300305,5,2.0
102,15,20,Male,Ledelse,e,1,0.5308140069828369,5,3.0
103,15,20,Male,Karriere,e,1,0.5951290070079267,5,4.0
104,15,20,Male,Akademiker,e,1,0.5832009540172294,5,5.0
105,15,20,Male,Virksomhed,e,1,0.6053786560078152,5,6.0
106,15,20,Male,Børn,i,1,0.44801277201622725,5,7.0
107,15,20,Male,Ledelse,e,1,0.4785166460205801,5,8.0
108,15,20,Male,Kontor,e,1,0.513902053993661,5,9.0
109,15,20,Male,Løn,e,1,0.4856866910122335,5,10.0
110,15,20,Male,Familie,i,1,0.44014374999096617,5,11.0
111,15,20,Male,Slægtninge,i,1,0.4846352369640954,5,12.0
112,15,20,Male,Hjem,i,1,0.46882213401841,5,13.0
113,15,20,Male,Ægteskab,i,1,0.5226552910171449,5,14.0
114,15,20,Male,Handel,e,1,0.5186565020121634,5,15.0
115,15,20,Male,Karriere,e,1,0.4755219919607043,5,16.0
116,15,20,Male,Bryllup,i,1,0.4590455039869994,5,17.0
117,15,20,Male,Børn,e,0,0.5745702490094118,5,18.0
118,15,20,Male,Familie,i,1,1.5504440299700946,5,19.0
119,15,20,Male,Bryllup,e,0,0.579289379005786,5,20.0
120,15,20,Male,Hjem,i,1,0.6761161180329509,5,21.0
121,15,20,Male,Løn,e,1,0.6661044769571163,5,22.0
122,15,20,Male,Slægtninge,i,1,0.6823740510153584,5,23.0
123,15,20,Male,Ægteskab,i,1,0.46317455504322425,5,24.0
124,15,20,Male,Forældre,i,1,0.4984291549772024,5,25.0
125,15,20,Male,Handel,e,1,0.5490112089901231,5,26.0
126,15,20,Male,Akademiker,e,1,0.48410636297194287,5,27.0
127,15,20,Male,Virksomhed,e,1,0.6053988939966075,5,28.0
128,15,20,Male,Akademiker,e,1,1.178333866992034,6,1.0
129,15,20,Male,Børn,i,1,0.628604929021094,6,2.0
130,15,20,Male,Ruth,i,1,0.5099924810347147,6,3.0
131,15,20,Male,Hjem,i,1,0.6555408229469322,6,4.0
132,15,20,Male,Virksomhed,e,1,0.896956660959404,6,5.0
133,15,20,Male,Ole,e,1,0.5463943649665453,6,6.0
134,15,20,Male,Karriere,e,1,0.7530793299665675,6,7.0
135,15,20,Male,Akademiker,e,1,0.494073843001388,6,8.0
136,15,20,Male,Camilla,i,1,0.5253851470188238,6,9.0
137,15,20,Male,Slægtninge,i,1,0.8669642509776168,6,10.0
138,15,20,Male,Løn,e,1,0.655221788038034,6,11.0
139,15,20,Male,Mette,i,1,0.7133482520002872,6,12.0
140,15,20,Male,Hanne,i,1,0.5140334489988163,6,13.0
141,15,20,Male,Virksomhed,e,1,0.5601062019704841,6,14.0
142,15,20,Male,Mikkel,e,1,0.6085437980364077,6,15.0
143,15,20,Male,Birthe,i,1,0.486835716990754,6,16.0
144,15,20,Male,Familie,i,1,0.7395895179943182,6,17.0
145,15,20,Male,Forældre,i,1,0.5418221519794315,6,18.0
146,15,20,Male,Jens,e,1,0.6387105650501326,6,19.0
147,15,20,Male,Line,i,1,0.5808347510173917,6,20.0
148,15,20,Male,Virksomhed,e,1,0.7340334890177473,7,1.0
149,15,20,Male,Bryllup,i,1,0.5385242259944789,7,2.0
150,15,20,Male,Familie,i,1,0.9398503130069003,7,3.0
151,15,20,Male,Jens,e,1,0.6626094829989597,7,4.0
152,15,20,Male,Camilla,i,1,0.5142575679928996,7,5.0
153,15,20,Male,Virksomhed,e,1,0.7346314020105638,7,6.0
154,15,20,Male,Hanne,i,1,0.4643508830340579,7,7.0
155,15,20,Male,Morten,i,0,0.5104025109903887,7,8.0
156,15,20,Male,Børn,i,1,1.2621479979716241,7,9.0
