"","ID","age","gender","word","response","correct","rt","block","trial","condition","rt_log"
"175",2,25,"Female","Ægteskab","i",1,0.702622468990739,6,17,0,-0.352935559885579
"176",2,25,"Female","Akademiker","e",1,0.625110922002932,6,18,0,-0.469826169787905
"177",2,25,"Female","Hanne","i",1,0.514217331015971,6,19,0,-0.665109279903153
"178",2,25,"Female","Sebastian","e",1,0.536236169020412,6,20,0,-0.623180601109057
"179",2,25,"Female","Josefine","i",1,0.479899099998875,7,3,0,-0.734179405512747
"180",2,25,"Female","Løn","e",1,0.591854036989389,7,4,0,-0.524495233638379
"181",2,25,"Female","Line","i",1,0.544783983001253,7,5,0,-0.607365924356453
"182",2,25,"Female","Camilla","i",1,0.428329133981606,7,6,0,-0.847863374302979
"183",2,25,"Female","Mikkel","e",1,0.636969622981269,7,7,0,-0.451033312174586
"184",2,25,"Female","Slægtninge","i",1,0.841254761995515,7,8,0,-0.172860737420481
"185",2,25,"Female","Hjem","i",1,0.560442607995356,7,9,0,-0.579028436011675
"186",2,25,"Female","Morten","e",1,0.563816695997957,7,10,0,-0.573026087406151
"187",2,25,"Female","Mette","i",1,0.55442025497905,7,11,0,-0.589832296818833
"188",2,25,"Female","Kontor","e",1,0.722456792980665,7,12,0,-0.325097662886652
"189",2,25,"Female","Handel","e",1,0.523871912009781,7,13,0,-0.646508067271514
"190",2,25,"Female","Akademiker","e",1,0.527930888987612,7,14,0,-0.638789895911907
"191",2,25,"Female","Bryllup","i",1,0.616908322001109,7,15,0,-0.483034852824937
"192",2,25,"Female","Akademiker","e",1,0.53247243797523,7,16,0,-0.630224142409065
"193",2,25,"Female","Ægteskab","i",1,0.523277041007532,7,17,0,-0.647644240047178
"194",2,25,"Female","Mikkel","e",1,0.917354879988125,7,18,0,-0.0862608805137122
"195",2,25,"Female","Ledelse","e",1,0.567913164006313,7,19,0,-0.565786752218941
"196",2,25,"Female","Birthe","i",1,0.426661545992829,7,20,0,-0.851764212387911
"197",2,25,"Female","Familie","i",1,0.512051887984853,7,21,0,-0.669329315357141
"198",2,25,"Female","Casper","e",1,0.460840550978901,7,22,0,-0.774703172216044
"199",2,25,"Female","Hjem","i",1,0.797480192995863,7,23,0,-0.226298281000389
"200",2,25,"Female","Josefine","i",1,0.546838656999171,7,24,0,-0.603601479851486
"201",2,25,"Female","Jens","e",1,0.561620255000889,7,25,0,-0.576929360323895
"202",2,25,"Female","Forældre","i",1,1.6265664639941,7,26,0,0.486471329295958
"203",2,25,"Female","Camilla","i",1,0.755226328008575,7,27,0,-0.280737802459031
"204",2,25,"Female","Slægtninge","i",1,0.659184027987067,7,28,0,-0.416752530068963
"205",2,25,"Female","Hanne","i",1,0.924775665014749,7,29,0,-0.0782040951918668
"206",2,25,"Female","Line","i",1,0.590459005004959,7,30,0,-0.526855069963059
"207",2,25,"Female","Virksomhed","e",1,0.552436547994148,7,31,0,-0.593416697444912
"208",2,25,"Female","Casper","e",1,0.426989535015309,7,32,0,-0.850995774214711
"209",2,25,"Female","Handel","e",1,0.596573780989274,7,33,0,-0.516552355253603
"210",2,25,"Female","Karriere","e",1,0.394296832993859,7,34,0,-0.930651270101749
"211",2,25,"Female","Ruth","i",1,0.606912754010409,7,35,0,-0.499370231349756
"212",2,25,"Female","Mette","i",1,0.368577932997141,7,36,0,-0.998103102610844
"213",2,25,"Female","Birthe","i",1,0.564375724003185,7,37,0,-0.572035071971073
"214",2,25,"Female","Jens","e",1,0.581524795998121,7,38,0,-0.54210166649123
"215",2,25,"Female","Sebastian","e",1,0.418212212010985,7,39,0,-0.871766291048615
"216",2,25,"Female","Forældre","i",1,0.672209351003403,7,40,0,-0.397185452744446
"217",3,24,"Male","Casper","e",1,0.929250044398941,3,3,1,-0.0733774220254481
"218",3,24,"Male","Akademiker","i",1,1.20850450664875,3,4,1,0.189383650280431
"219",3,24,"Male","Rasmus","e",1,0.64746892551193,3,5,1,-0.434684478047439
"220",3,24,"Male","Camilla","i",1,0.677508115011733,3,6,1,-0.389333748422919
"221",3,24,"Male","Virksomhed","i",1,1.27085964338039,3,7,1,0.239693556038965
"222",3,24,"Male","Ledelse","i",1,0.571393891557818,3,8,1,-0.55967647955094
"223",3,24,"Male","Ægteskab","e",1,0.594245363259688,3,9,1,-0.520462975448441
"224",3,24,"Male","Ole","e",1,0.731258696236182,3,10,1,-0.312987988217988
